,Location,PercentBet_ML,Average_Line_ML,PercentBet_Spread,Average_Line_Spread,Average_Odds_Spread,PercentBet_OU,Average_Line_OU,Average_Odds_OU,Pts,Spread,Result,Total,Spread WL,Over/Under WL,MoneyLine WL
58,away,52.3,143.2,52.0,3.75,-109.0,58.3,219.08,-111.0,113,1,W,225,1,1,1
59,home,47.7,-160.2,48.0,-3.75,-106.0,41.7,219.08,-104.83,112,-1,L,225,0,1,0
60,away,55.4,-193.8,49.3,-4.33,-108.0,62.6,216.33,-106.67,118,2,W,234,0,1,1
61,home,44.6,169.8,50.7,4.33,-107.0,37.4,216.33,-108.33,116,-2,L,234,1,1,0
62,away,55.9,108.4,46.1,1.0,-105.33,66.5,219.67,-108.83,136,-4,L,276,0,1,0
63,home,44.1,-124.8,53.9,-1.0,-109.67,33.5,219.67,-106.17,140,4,W,276,1,1,1
64,away,63.1,448.8,52.3,9.92,-106.67,68.0,224.33,-106.67,91,-28,L,210,0,0,0
65,home,36.9,-567.4,47.7,-9.92,-108.33,32.0,224.33,-109.5,119,28,W,210,1,0,1
66,away,42.2,168.6,43.9,4.42,-105.33,64.7,213.58,-109.33,108,-13,L,229,0,1,0
67,home,57.8,-190.6,56.1,-4.42,-109.67,35.3,213.58,-105.67,121,13,W,229,1,1,1
68,away,45.7,-155.0,52.0,-3.5,-108.8,58.0,237.42,-106.83,124,9,W,239,1,1,1
69,home,54.3,138.0,48.0,3.5,-105.2,42.0,237.42,-110.33,115,-9,L,239,0,1,0
70,away,51.0,307.4,45.8,7.83,-105.67,59.1,232.8,-109.0,133,22,W,244,1,1,1
71,home,49.0,-369.6,54.2,-7.83,-110.17,40.9,232.8,-105.0,111,-22,L,244,0,1,0
72,away,46.2,513.2,53.2,10.58,-108.83,56.4,221.92,-109.17,131,11,W,251,1,1,1
73,home,53.8,-676.0,46.8,-10.58,-106.17,43.6,221.92,-105.83,120,-11,L,251,0,1,0
74,away,57.3,-194.6,57.6,-4.25,-110.67,61.5,230.67,-109.83,98,-2,L,198,0,0,0
75,home,42.7,171.6,42.4,4.25,-104.33,38.5,230.67,-107.67,100,2,W,198,1,0,1
76,away,60.7,110.4,53.8,1.17,-108.33,56.1,221.67,-109.17,112,-3,L,227,0,1,0
77,home,39.3,-126.8,46.2,-1.17,-106.67,43.9,221.67,-105.83,115,3,W,227,1,1,1
78,away,49.7,604.4,51.7,11.17,-107.33,49.4,211.08,-108.0,93,3,W,183,1,0,1
79,home,50.3,-825.4,48.3,-11.17,-107.67,50.6,211.08,-107.0,90,-3,L,183,0,0,0
80,away,48.8,337.2,55.8,8.67,-105.83,61.0,224.17,-108.0,106,-21,L,233,0,1,0
81,home,51.2,-410.4,44.2,-8.67,-109.17,39.0,224.17,-107.33,127,21,W,233,1,1,1
82,away,53.4,591.8,47.1,11.08,-106.0,62.6,225.5,-107.5,113,-11,L,237,1,1,0
83,home,46.6,-814.2,52.9,-11.08,-109.0,37.4,225.5,-107.5,124,11,W,237,0,1,1
84,away,54.4,111.8,54.1,1.92,-108.17,67.9,227.25,-109.67,91,-10,L,192,0,0,0
85,home,45.6,-128.2,45.9,-1.92,-106.83,32.1,227.25,-105.33,101,10,W,192,1,0,1
86,away,53.4,179.4,54.8,4.8,-109.4,62.6,229.17,-107.5,109,-6,L,224,0,0,0
87,home,46.6,-204.4,45.2,-4.8,-106.0,37.4,229.17,-107.5,115,6,W,224,1,0,1
88,away,42.9,462.0,43.2,10.25,-105.33,45.2,214.08,-107.0,92,8,W,176,1,0,1
89,home,57.1,-590.2,56.8,-10.25,-109.67,54.8,214.08,-108.0,84,-8,L,176,0,0,0
90,away,41.1,168.8,47.9,4.67,-110.83,63.1,227.5,-108.5,125,1,W,249,1,1,1
91,home,58.9,-191.6,52.1,-4.67,-105.0,36.9,227.5,-106.5,124,-1,L,249,0,1,0
92,away,51.9,755.0,46.4,12.75,-109.33,56.8,227.75,-108.5,103,-20,L,226,0,0,0
93,home,48.1,-1063.8,53.6,-12.75,-105.67,43.2,227.75,-106.5,123,20,W,226,1,0,1
94,away,41.0,106.8,43.8,1.58,-107.67,62.4,225.17,-109.33,143,1,W,285,1,1,1
95,home,59.0,-123.0,56.2,-1.58,-107.33,37.6,225.17,-105.67,142,-1,L,285,0,1,0
96,away,47.6,-110.25,47.7,-0.92,-106.17,46.5,215.33,-107.5,132,-1,L,265,0,1,0
97,home,52.4,-57.25,52.3,0.92,-109.5,53.5,215.33,-107.5,133,1,W,265,1,1,1
98,away,38.9,202.0,40.5,5.67,-107.67,51.3,236.5,-107.67,109,-7,L,225,0,0,0
99,home,61.1,-235.0,59.5,-5.67,-107.33,48.7,236.5,-107.33,116,7,W,225,1,0,1
100,away,57.4,618.6,51.3,11.4,-104.6,56.8,228.42,-108.33,112,-14,L,238,0,1,0
101,home,42.6,-846.6,48.7,-11.4,-110.4,43.2,228.42,-106.67,126,14,W,238,1,1,1
102,away,55.8,-128.25,56.7,-2.1,-105.2,57.1,235.0,-107.83,104,-7,L,215,0,0,0
103,home,44.2,110.75,43.3,2.1,-108.8,42.9,235.0,-107.17,111,7,W,215,1,0,1
104,away,50.0,126.4,46.3,2.83,-109.33,58.8,226.33,-108.67,102,16,W,188,1,0,1
105,home,50.0,-143.2,53.7,-2.83,-105.67,41.2,226.33,-106.33,86,-16,L,188,0,0,0
106,away,48.7,297.0,50.1,8.08,-109.0,42.9,219.3,-107.2,87,-23,L,197,0,0,0
107,home,51.3,-354.0,49.9,-8.08,-106.0,57.1,219.3,-108.8,110,23,W,197,1,0,1
108,away,48.1,331.0,45.7,8.42,-106.67,56.6,226.5,-107.5,105,-7,L,217,1,0,0
109,home,51.9,-400.2,54.3,-8.42,-108.33,43.4,226.5,-107.5,112,7,W,217,0,0,1
110,away,44.7,-191.25,52.0,-4.3,-109.6,48.5,228.75,-109.33,110,-2,L,222,0,0,0
111,home,55.3,168.75,48.0,4.3,-107.4,51.5,228.75,-105.67,112,2,W,222,1,0,1
112,away,48.6,-65.2,40.0,1.1,-109.8,33.3,217.5,-108.0,100,11,W,189,1,0,1
113,home,51.4,-110.8,60.0,-1.1,-106.2,66.7,217.5,-107.0,89,-11,L,189,0,0,0
114,away,44.6,106.6,47.6,1.67,-107.0,52.6,211.5,-107.67,116,20,W,212,1,1,1
115,home,55.4,-122.6,52.4,-1.67,-108.0,47.4,211.5,-107.33,96,-20,L,212,0,1,0
116,away,44.0,185.6,44.8,5.0,-107.83,58.5,228.0,-105.83,108,-15,L,231,0,1,0
117,home,56.0,-215.0,55.2,-5.0,-107.17,41.5,228.0,-109.17,123,15,W,231,1,1,1
118,away,66.0,-219.0,59.4,-4.83,-107.33,53.9,237.58,-108.17,131,18,W,244,1,1,1
119,home,34.0,190.0,40.6,4.83,-107.67,46.1,237.58,-106.83,113,-18,L,244,0,1,0
120,away,46.3,-146.25,49.7,-2.5,-107.75,53.3,220.08,-109.17,92,-5,L,189,0,0,0
121,home,53.7,128.75,50.3,2.5,-107.25,46.7,220.08,-105.83,97,5,W,189,1,0,1
122,away,41.8,443.75,47.0,10.0,-106.17,53.9,235.1,-107.6,122,-22,L,266,0,1,0
123,home,58.2,-576.25,53.0,-10.0,-108.83,46.1,235.1,-106.4,144,22,W,266,1,1,1
124,away,47.6,407.25,44.8,9.33,-107.0,51.3,217.75,-106.67,103,-7,L,213,1,0,0
125,home,52.4,-514.0,55.2,-9.33,-108.0,48.7,217.75,-108.33,110,7,W,213,0,0,1
126,away,64.4,-158.8,53.1,-3.58,-105.83,48.1,214.7,-105.8,128,14,W,242,1,1,1
127,home,35.6,141.8,46.9,3.58,-109.17,51.9,214.7,-108.2,114,-14,L,242,0,1,0
128,away,55.3,-27.6,54.7,0.08,-106.17,51.7,217.33,-108.17,101,6,W,196,1,0,1
129,home,44.7,-68.4,45.3,-0.08,-110.5,48.3,217.33,-106.83,95,-6,L,196,0,0,0
130,away,42.7,-113.25,52.0,-1.67,-106.83,58.1,235.88,-106.25,114,-7,L,235,0,0,0
131,home,57.3,-52.0,48.0,1.67,-108.83,41.9,235.88,-108.75,121,7,W,235,1,0,1
132,away,50.9,477.2,44.3,10.25,-107.67,45.9,224.5,-108.4,106,-29,L,241,0,1,0
133,home,49.1,-619.6,55.7,-10.25,-107.33,54.1,224.5,-107.6,135,29,W,241,1,1,1
134,away,55.6,-935.2,59.3,-11.67,-107.83,57.2,225.5,-108.0,128,28,W,228,1,1,1
135,home,44.4,674.0,40.7,11.67,-107.17,42.8,225.5,-107.0,100,-28,L,228,0,1,0
136,away,47.1,623.33,47.3,11.3,-108.0,47.5,222.67,-105.83,107,-9,L,223,1,1,0
137,home,52.9,-875.0,52.7,-11.3,-106.0,52.5,222.67,-110.0,116,9,W,223,0,1,1
138,away,40.4,152.8,42.3,3.67,-106.5,54.1,217.8,-109.2,133,20,W,246,1,1,1
139,home,59.6,-171.0,57.7,-3.67,-108.5,45.9,217.8,-104.8,113,-20,L,246,0,1,0
140,away,55.8,-136.2,55.1,-2.17,-110.0,50.7,232.92,-108.5,125,30,W,220,1,0,1
141,home,44.2,119.8,44.9,2.17,-105.0,49.3,232.92,-106.5,95,-30,L,220,0,0,0
142,away,41.5,378.0,51.0,9.17,-105.67,52.5,232.5,-108.8,115,-2,L,232,1,0,0
143,home,58.5,-470.4,49.0,-9.17,-109.33,47.5,232.5,-107.2,117,2,W,232,0,0,1
144,away,50.5,-214.4,53.1,-5.2,-107.8,54.8,236.6,-107.8,112,-4,L,228,0,0,0
145,home,49.5,186.2,46.9,5.2,-106.2,45.2,236.6,-108.2,116,4,W,228,1,0,1
146,away,86.4,-162.33,66.7,-3.75,-105.67,50.0,211.08,-110.33,109,20,W,198,1,0,1
147,home,13.6,147.33,33.3,3.75,-109.33,50.0,211.08,-106.17,89,-20,L,198,0,0,0
148,away,100.0,-239.8,40.0,-5.0,-107.83,36.8,221.17,-107.67,132,21,W,243,1,1,1
149,home,0.0,206.8,60.0,5.0,-107.17,63.2,221.17,-108.17,111,-21,L,243,0,1,0
150,away,44.2,196.8,46.1,5.67,-109.33,56.8,232.0,-107.0,97,12,W,182,1,0,1
151,home,55.8,-227.6,53.9,-5.67,-105.67,43.2,232.0,-108.0,85,-12,L,182,0,0,0
152,away,61.3,-297.8,59.2,-6.83,-108.17,60.2,213.67,-108.67,119,12,W,226,1,1,1
153,home,38.7,253.2,40.8,6.83,-106.83,39.8,213.67,-106.33,107,-12,L,226,0,1,0
154,away,38.2,246.0,46.1,6.92,-105.17,58.7,231.5,-106.4,103,-2,L,208,1,0,0
155,home,61.8,-282.25,53.9,-6.92,-109.83,41.3,231.5,-107.6,105,2,W,208,0,0,1
156,away,57.7,62.2,54.1,1.4,-105.6,55.6,220.5,-106.8,111,-9,L,231,0,1,0
157,home,42.3,-118.4,45.9,-1.4,-108.4,44.4,220.5,-107.2,120,9,W,231,1,1,1
